Financial Year,Month,Local Board,Location Name,_Sum of Checkouts Actual
FY21,Jun,Hibiscus and Bays,East Coast Bays,20878
FY21,Jun,Albert - Eden,Epsom,18338
FY21,Jun,Other,Events Library,6
FY21,Jun,Waitakere Ranges,Glen Eden,13673
FY21,Jun,Maungakiekie-Tamaki,Glen Innes,6572
FY21,Jun,Kaipatiki,Glenfield,25653
FY21,Jun,Great Barrier,Great Barrier,715
FY21,Jun,Waitemata,Grey Lynn,12133
FY21,Jun,Rodney,Helensville,5587
FY21,Jun,Henderson - Massey,Henderson,14561
FY21,Jun,Howick,Highland Park,21727
FY21,Jun,Mobile Libraries,Homecare North,518
FY21,Jun,Mobile Libraries,Homecare West,1
FY21,Jun,Howick,Howick,22270
FY21,Jun,Rodney,Kumeu,8373
FY21,Jun,Waitemata,Leys Institute,0
FY21,Jun,Waitemata,Leys Institute Little,5307
FY21,Jun,Other,Library Connect,95
FY21,Jun,Rodney,Mahurangi East,5879
FY21,Jun,Mangere-Otahuhu,Mangere Bridge,6278
FY21,Jun,Mangere-Otahuhu,Mangere East,1661
FY21,Jun,Mangere-Otahuhu,Mangere Town Centre,2078
FY21,Jun,Otara-Papatoetoe,Manukau,5023
FY21,Jun,Manurewa,Manurewa,10727
FY21,Jun,Henderson - Massey,Massey,0
FY21,Jun,Mobile Libraries,Mobile North,1331
FY21,Jun,Mobile Libraries,Mobile South & East,3300
FY21,Jun,Mobile Libraries,Mobile Tamariki,476
FY21,Jun,Mobile Libraries,Mobile Waka,636
FY21,Jun,Mobile Libraries,Mobile West & Central,2241
FY21,Jun,Albert - Eden,Mt Albert,26544
FY21,Jun,Puketapapa,Mt Roskill,28681
FY21,Jun,Whau,New Lynn,17240
FY21,Jun,Kaipatiki,Northcote,9886
FY21,Jun,Maungakiekie-Tamaki,Onehunga,13744
FY21,Jun,Other,Online Renewals,0
FY21,Jun,Hibiscus and Bays,Orewa,27892
FY21,Jun,Mangere-Otahuhu,Otahuhu,2954
FY21,Jun,Otara-Papatoetoe,Otara,425
FY21,Jun,Other,Other,650
FY21,Jun,Howick,Pakuranga,14601
FY21,Jun,Maungakiekie-Tamaki,Panmure,9703
FY21,Jun,Papakura,Papakura,15333
FY21,Jun,Otara-Papatoetoe,Papatoetoe,6887
FY21,Jun,Waitemata,Parnell,8724
FY21,Jun,Albert - Eden,Pt Chevalier,11597
FY21,Jun,Franklin,Pukekohe,23204
FY21,Jun,Henderson - Massey,Ranui,8007
FY21,Jun,Orakei,Remuera,23704
FY21,Jun,Orakei,St Heliers,26495
FY21,Jun,Papakura,Takaanini,3749
FY21,Jun,Devonport - Takapuna,Takapuna,29675
FY21,Jun,Henderson - Massey,Te Atatu Peninsula,10740
FY21,Jun,Henderson - Massey,Te Manawa,31975
FY21,Jun,Waitakere Ranges,Titirangi,13966
FY21,Jun,Otara-Papatoetoe,Tupu,1104
FY21,Jun,Waiheke,Waiheke,9069
FY21,Jun,Franklin,Waiuku,6444
FY21,Jun,Rodney,Warkworth,10835
FY21,Jun,Rodney,Wellsford,4954
FY21,Jun,Hibiscus and Bays,Whangaparaoa,20609
FY22,Jul,Upper Harbour,Albany Village,24848
FY22,Jul,Other,Art Gallery,16
FY22,Jul,Other,Automatic Renewals,0
FY22,Jul,Whau,Avondale,7712
FY22,Jul,Kaipatiki,Birkenhead,22786
FY22,Jul,Whau,Blockhouse Bay,18311
FY22,Jul,Howick,Botany,27955
FY22,Jul,Waitemata,Central City,22017
FY22,Jul,Manurewa,Clendon,2660
FY22,Jul,Other,Content and Access,12
FY22,Jul,Other,Corporate,112
FY22,Jul,Other,Debt,0
FY22,Jul,Devonport - Takapuna,Devonport,18370
FY22,Jul,Other,Digital Library,0
FY22,Jul,Other,Distribution Centre,0
FY22,Jul,Hibiscus and Bays,East Coast Bays,23347
FY22,Jul,Albert - Eden,Epsom,20241
FY22,Jul,Waitakere Ranges,Glen Eden,14278
FY22,Jul,Maungakiekie-Tamaki,Glen Innes,7509
FY22,Jul,Kaipatiki,Glenfield,28395
FY22,Jul,Great Barrier,Great Barrier,835
FY22,Jul,Waitemata,Grey Lynn,12653
FY22,Jul,Rodney,Helensville,5119
FY22,Jul,Henderson - Massey,Henderson,16252
FY22,Jul,Howick,Highland Park,24505
FY22,Jul,Mobile Libraries,Homecare North,440
FY22,Jul,Mobile Libraries,Homecare West,0
FY22,Jul,Howick,Howick,24004
FY22,Jul,Rodney,Kumeu,10988
FY22,Jul,Waitemata,Leys Institute,0
FY22,Jul,Waitemata,Leys Institute Little,5893
FY22,Jul,Other,Library Connect,60
FY22,Jul,Rodney,Mahurangi East,6199
FY22,Jul,Mangere-Otahuhu,Mangere Bridge,7014
FY22,Jul,Mangere-Otahuhu,Mangere East,1666
FY22,Jul,Mangere-Otahuhu,Mangere Town Centre,2104
FY22,Jul,Otara-Papatoetoe,Manukau,5641
FY22,Jul,Manurewa,Manurewa,12359
FY22,Jul,Henderson - Massey,Massey,0
FY22,Jul,Mobile Libraries,Mobile North,1644
FY22,Jul,Mobile Libraries,Mobile South & East,3538
FY22,Jul,Mobile Libraries,Mobile Tamariki,188
FY22,Jul,Mobile Libraries,Mobile Waka,175
FY22,Jul,Mobile Libraries,Mobile West & Central,1175
FY22,Jul,Albert - Eden,Mt Albert,29331
FY22,Jul,Puketapapa,Mt Roskill,30328
FY22,Jul,Whau,New Lynn,19459
FY22,Jul,Kaipatiki,Northcote,10877
FY22,Jul,Maungakiekie-Tamaki,Onehunga,15142
FY22,Jul,Other,Online Renewals,0
FY22,Jul,Hibiscus and Bays,Orewa,30701
FY22,Jul,Mangere-Otahuhu,Otahuhu,3012
FY22,Jul,Otara-Papatoetoe,Otara,1491
FY22,Jul,Other,Other,0
FY22,Jul,Howick,Pakuranga,16901
FY22,Jul,Maungakiekie-Tamaki,Panmure,11089
FY22,Jul,Papakura,Papakura,17005
FY22,Jul,Otara-Papatoetoe,Papatoetoe,7667
FY22,Jul,Waitemata,Parnell,9540
FY22,Jul,Albert - Eden,Pt Chevalier,12648
FY22,Jul,Franklin,Pukekohe,24398
FY22,Jul,Henderson - Massey,Ranui,9967
FY22,Jul,Orakei,Remuera,25462
FY22,Jul,Orakei,St Heliers,28335
FY22,Jul,Papakura,Takaanini,4844
FY22,Jul,Devonport - Takapuna,Takapuna,32420
FY22,Jul,Henderson - Massey,Te Atatu Peninsula,11959
FY22,Jul,Henderson - Massey,Te Manawa,34784
FY22,Jul,Waitakere Ranges,Titirangi,14983
FY22,Jul,Otara-Papatoetoe,Tupu,1337
FY22,Jul,Waiheke,Waiheke,9633
FY22,Jul,Franklin,Waiuku,7406
FY22,Jul,Rodney,Warkworth,11516
FY22,Jul,Rodney,Wellsford,5419
FY22,Jul,Hibiscus and Bays,Whangaparaoa,21426
FY22,Aug,Upper Harbour,Albany Village,11991
FY22,Aug,Other,Art Gallery,14
FY22,Aug,Other,Automatic Renewals,0
FY22,Aug,Whau,Avondale,3998
FY22,Aug,Kaipatiki,Birkenhead,11994
FY22,Aug,Whau,Blockhouse Bay,9128
FY22,Aug,Howick,Botany,12976
FY22,Aug,Waitemata,Central City,11542
FY22,Aug,Manurewa,Clendon,1330
FY22,Aug,Other,Content and Access,15
FY22,Aug,Other,Corporate,68
FY22,Aug,Other,Debt,0
FY22,Aug,Devonport - Takapuna,Devonport,9607
FY22,Aug,Other,Digital Library,0
FY22,Aug,Other,Distribution Centre,0
FY22,Aug,Hibiscus and Bays,East Coast Bays,15889
FY22,Aug,Albert - Eden,Epsom,10425
FY22,Aug,Waitakere Ranges,Glen Eden,7359
FY22,Aug,Maungakiekie-Tamaki,Glen Innes,3560
FY22,Aug,Kaipatiki,Glenfield,14259
FY22,Aug,Great Barrier,Great Barrier,577
FY22,Aug,Waitemata,Grey Lynn,6854
FY22,Aug,Rodney,Helensville,2905
FY22,Aug,Henderson - Massey,Henderson,7862
FY22,Aug,Howick,Highland Park,12254
FY22,Aug,Mobile Libraries,Homecare North,251
FY22,Aug,Howick,Howick,12942
FY22,Aug,Rodney,Kumeu,5449
FY22,Aug,Waitemata,Leys Institute,0
FY22,Aug,Waitemata,Leys Institute Little,2750
FY22,Aug,Other,Library Connect,77
FY22,Aug,Rodney,Mahurangi East,3608
FY22,Aug,Mangere-Otahuhu,Mangere Bridge,4118
FY22,Aug,Mangere-Otahuhu,Mangere East,802
FY22,Aug,Mangere-Otahuhu,Mangere Town Centre,986
FY22,Aug,Otara-Papatoetoe,Manukau,2931
FY22,Aug,Manurewa,Manurewa,5727
FY22,Aug,Henderson - Massey,Massey,0
FY22,Aug,Mobile Libraries,Mobile North,894
FY22,Aug,Mobile Libraries,Mobile South & East,1977
FY22,Aug,Mobile Libraries,Mobile Tamariki,157
FY22,Aug,Mobile Libraries,Mobile Waka,259
FY22,Aug,Mobile Libraries,Mobile West & Central,729
FY22,Aug,Albert - Eden,Mt Albert,15123
FY22,Aug,Puketapapa,Mt Roskill,16273
FY22,Aug,Whau,New Lynn,9861
FY22,Aug,Kaipatiki,Northcote,5328
FY22,Aug,Maungakiekie-Tamaki,Onehunga,8135
FY22,Aug,Other,Online Renewals,0
FY22,Aug,Hibiscus and Bays,Orewa,15417
FY22,Aug,Mangere-Otahuhu,Otahuhu,1669
FY22,Aug,Otara-Papatoetoe,Otara,707
FY22,Aug,Other,Other,0
FY22,Aug,Howick,Pakuranga,8538
FY22,Aug,Maungakiekie-Tamaki,Panmure,5425
FY22,Aug,Papakura,Papakura,8453
FY22,Aug,Otara-Papatoetoe,Papatoetoe,3450
FY22,Aug,Waitemata,Parnell,4984
FY22,Aug,Albert - Eden,Pt Chevalier,6161
FY22,Aug,Franklin,Pukekohe,12570
FY22,Aug,Henderson - Massey,Ranui,5255
FY22,Aug,Orakei,Remuera,13303
FY22,Aug,Orakei,St Heliers,14802
FY22,Aug,Papakura,Takaanini,2318
FY22,Aug,Devonport - Takapuna,Takapuna,16506
FY22,Aug,Henderson - Massey,Te Atatu Peninsula,5738
FY22,Aug,Henderson - Massey,Te Manawa,17857
FY22,Aug,Waitakere Ranges,Titirangi,7556
FY22,Aug,Otara-Papatoetoe,Tupu,457
FY22,Aug,Waiheke,Waiheke,4824
FY22,Aug,Franklin,Waiuku,3650
FY22,Aug,Rodney,Warkworth,6345
FY22,Aug,Rodney,Wellsford,2751
FY22,Aug,Hibiscus and Bays,Whangaparaoa,11716
FY22,Sep,Upper Harbour,Albany Village,0
FY22,Sep,Whau,Avondale,0
FY22,Sep,Kaipatiki,Birkenhead,0
FY22,Sep,Whau,Blockhouse Bay,0
FY22,Sep,Howick,Botany,0
FY22,Sep,Waitemata,Central City,0
FY22,Sep,Manurewa,Clendon,0
FY22,Sep,Other,Content and Access,0
FY22,Sep,Other,Corporate,0
FY22,Sep,Other,Debt,0
FY22,Sep,Devonport - Takapuna,Devonport,0
FY22,Sep,Other,Digital Library,0
FY22,Sep,Hibiscus and Bays,East Coast Bays,0
FY22,Sep,Albert - Eden,Epsom,0
FY22,Sep,Waitakere Ranges,Glen Eden,0
FY22,Sep,Maungakiekie-Tamaki,Glen Innes,0
FY22,Sep,Kaipatiki,Glenfield,0
FY22,Sep,Great Barrier,Great Barrier,0
FY22,Sep,Waitemata,Grey Lynn,0
FY22,Sep,Rodney,Helensville,0
FY22,Sep,Henderson - Massey,Henderson,0
FY22,Sep,Howick,Highland Park,0
FY22,Sep,Howick,Howick,0
FY22,Sep,Rodney,Kumeu,0
FY22,Sep,Waitemata,Leys Institute,0
FY22,Sep,Waitemata,Leys Institute Little,0
FY22,Sep,Other,Library Connect,20
FY22,Sep,Rodney,Mahurangi East,0
FY22,Sep,Mangere-Otahuhu,Mangere Bridge,0
FY22,Sep,Mangere-Otahuhu,Mangere East,0
FY22,Sep,Mangere-Otahuhu,Mangere Town Centre,0
FY22,Sep,Otara-Papatoetoe,Manukau,0
FY22,Sep,Manurewa,Manurewa,0
FY22,Sep,Henderson - Massey,Massey,0
FY22,Sep,Mobile Libraries,Mobile North,0
FY22,Sep,Mobile Libraries,Mobile South & East,0
FY22,Sep,Mobile Libraries,Mobile West & Central,0
FY22,Sep,Albert - Eden,Mt Albert,0
FY22,Sep,Puketapapa,Mt Roskill,0
FY22,Sep,Whau,New Lynn,0
FY22,Sep,Kaipatiki,Northcote,0
FY22,Sep,Maungakiekie-Tamaki,Onehunga,0
FY22,Sep,Other,Online Renewals,0
FY22,Sep,Hibiscus and Bays,Orewa,0
FY22,Sep,Mangere-Otahuhu,Otahuhu,0
FY22,Sep,Otara-Papatoetoe,Otara,0
FY22,Sep,Other,Other,0
FY22,Sep,Howick,Pakuranga,0
FY22,Sep,Maungakiekie-Tamaki,Panmure,0
FY22,Sep,Papakura,Papakura,0
FY22,Sep,Otara-Papatoetoe,Papatoetoe,0
FY22,Sep,Waitemata,Parnell,0
FY22,Sep,Albert - Eden,Pt Chevalier,0
FY22,Sep,Franklin,Pukekohe,0
FY22,Sep,Henderson - Massey,Ranui,0
FY22,Sep,Orakei,Remuera,0
FY22,Sep,Orakei,St Heliers,0
FY22,Sep,Papakura,Takaanini,0
FY22,Sep,Devonport - Takapuna,Takapuna,0
FY22,Sep,Henderson - Massey,Te Atatu Peninsula,0
FY22,Sep,Henderson - Massey,Te Manawa,0
FY22,Sep,Waitakere Ranges,Titirangi,0
FY22,Sep,Otara-Papatoetoe,Tupu,0
FY22,Sep,Waiheke,Waiheke,0
FY22,Sep,Franklin,Waiuku,0
FY22,Sep,Rodney,Warkworth,7
FY22,Sep,Rodney,Wellsford,0
FY22,Sep,Hibiscus and Bays,Whangaparaoa,0
FY22,Oct,Upper Harbour,Albany Village,0
FY22,Oct,Whau,Avondale,0
FY22,Oct,Kaipatiki,Birkenhead,0
FY22,Oct,Whau,Blockhouse Bay,0
FY22,Oct,Howick,Botany,0
FY22,Oct,Waitemata,Central City,1
FY22,Oct,Manurewa,Clendon,0
FY22,Oct,Other,Content and Access,0
FY22,Oct,Other,Corporate,0
FY22,Oct,Other,Debt,8
FY22,Oct,Devonport - Takapuna,Devonport,0
FY22,Oct,Other,Digital Library,0
FY22,Oct,Hibiscus and Bays,East Coast Bays,0
FY22,Oct,Albert - Eden,Epsom,0
FY22,Oct,Waitakere Ranges,Glen Eden,0
FY22,Oct,Maungakiekie-Tamaki,Glen Innes,0
FY22,Oct,Kaipatiki,Glenfield,0
FY22,Oct,Great Barrier,Great Barrier,1
FY22,Oct,Waitemata,Grey Lynn,0
FY22,Oct,Rodney,Helensville,0
FY22,Oct,Henderson - Massey,Henderson,0
FY22,Oct,Howick,Highland Park,0
FY22,Oct,Mobile Libraries,Homecare North,0
FY22,Oct,Howick,Howick,0
FY22,Oct,Rodney,Kumeu,0
FY22,Oct,Waitemata,Leys Institute,0
FY22,Oct,Waitemata,Leys Institute Little,0
FY22,Oct,Other,Library Connect,32
FY22,Oct,Rodney,Mahurangi East,0
FY22,Oct,Mangere-Otahuhu,Mangere Bridge,0
FY22,Oct,Mangere-Otahuhu,Mangere East,0
FY22,Oct,Mangere-Otahuhu,Mangere Town Centre,0
FY22,Oct,Otara-Papatoetoe,Manukau,0
FY22,Oct,Manurewa,Manurewa,0
FY22,Oct,Henderson - Massey,Massey,0
FY22,Oct,Mobile Libraries,Mobile North,0
FY22,Oct,Mobile Libraries,Mobile South & East,0
FY22,Oct,Mobile Libraries,Mobile Tamariki,0
FY22,Oct,Mobile Libraries,Mobile West & Central,0
FY22,Oct,Albert - Eden,Mt Albert,0
FY22,Oct,Puketapapa,Mt Roskill,0
FY22,Oct,Whau,New Lynn,0
FY22,Oct,Kaipatiki,Northcote,0
FY22,Oct,Maungakiekie-Tamaki,Onehunga,0
FY22,Oct,Other,Online Renewals,0
FY22,Oct,Hibiscus and Bays,Orewa,0
FY22,Oct,Mangere-Otahuhu,Otahuhu,0
FY22,Oct,Otara-Papatoetoe,Otara,0
FY22,Oct,Other,Other,0
FY22,Oct,Howick,Pakuranga,0
FY22,Oct,Maungakiekie-Tamaki,Panmure,0
FY22,Oct,Papakura,Papakura,0
FY22,Oct,Otara-Papatoetoe,Papatoetoe,0
FY22,Oct,Waitemata,Parnell,0
FY22,Oct,Albert - Eden,Pt Chevalier,0
FY22,Oct,Franklin,Pukekohe,0
FY22,Oct,Henderson - Massey,Ranui,0
FY22,Oct,Orakei,Remuera,0
FY22,Oct,Orakei,St Heliers,0
FY22,Oct,Papakura,Takaanini,0
FY22,Oct,Devonport - Takapuna,Takapuna,0
FY22,Oct,Henderson - Massey,Te Atatu Peninsula,0
FY22,Oct,Henderson - Massey,Te Manawa,0
FY22,Oct,Waitakere Ranges,Titirangi,0
FY22,Oct,Otara-Papatoetoe,Tupu,0
FY22,Oct,Waiheke,Waiheke,0
FY22,Oct,Franklin,Waiuku,0
FY22,Oct,Rodney,Warkworth,0
FY22,Oct,Rodney,Wellsford,0
FY22,Oct,Hibiscus and Bays,Whangaparaoa,0
FY22,Nov,Upper Harbour,Albany Village,10118
FY22,Nov,Other,Art Gallery,7
FY22,Nov,Other,Automatic Renewals,0
FY22,Nov,Whau,Avondale,4010
FY22,Nov,Kaipatiki,Birkenhead,16233
FY22,Nov,Whau,Blockhouse Bay,9531
FY22,Nov,Howick,Botany,10592
FY22,Nov,Waitemata,Central City,12773
FY22,Nov,Manurewa,Clendon,1124
FY22,Nov,Other,Content and Access,5
FY22,Nov,Other,Corporate,0
FY22,Nov,Other,Debt,0
FY22,Nov,Devonport - Takapuna,Devonport,10192
FY22,Nov,Other,Digital Library,0
FY22,Nov,Hibiscus and Bays,East Coast Bays,28489
FY22,Nov,Albert - Eden,Epsom,10802
FY22,Nov,Waitakere Ranges,Glen Eden,7605
FY22,Nov,Maungakiekie-Tamaki,Glen Innes,4006
FY22,Nov,Kaipatiki,Glenfield,14734
FY22,Nov,Great Barrier,Great Barrier,442
FY22,Nov,Waitemata,Grey Lynn,7276
FY22,Nov,Rodney,Helensville,3232
FY22,Nov,Henderson - Massey,Henderson,8025
FY22,Nov,Howick,Highland Park,20823
FY22,Nov,Mobile Libraries,Homecare North,421
FY22,Nov,Howick,Howick,12587
FY22,Nov,Rodney,Kumeu,5898
FY22,Nov,Waitemata,Leys Institute,0
FY22,Nov,Waitemata,Leys Institute Little,3471
FY22,Nov,Other,Library Connect,113
FY22,Nov,Rodney,Mahurangi East,3899
FY22,Nov,Mangere-Otahuhu,Mangere Bridge,5186
FY22,Nov,Mangere-Otahuhu,Mangere East,554
FY22,Nov,Mangere-Otahuhu,Mangere Town Centre,738
FY22,Nov,Otara-Papatoetoe,Manukau,1914
FY22,Nov,Manurewa,Manurewa,7931
FY22,Nov,Henderson - Massey,Massey,0
FY22,Nov,Mobile Libraries,Mobile North,320
FY22,Nov,Mobile Libraries,Mobile South & East,937
FY22,Nov,Mobile Libraries,Mobile Tamariki,18
FY22,Nov,Mobile Libraries,Mobile Waka,34
FY22,Nov,Mobile Libraries,Mobile West & Central,0
FY22,Nov,Albert - Eden,Mt Albert,15882
FY22,Nov,Puketapapa,Mt Roskill,24011
FY22,Nov,Whau,New Lynn,14443
FY22,Nov,Kaipatiki,Northcote,5017
FY22,Nov,Maungakiekie-Tamaki,Onehunga,7289
FY22,Nov,Other,Online Renewals,0
FY22,Nov,Hibiscus and Bays,Orewa,20808
FY22,Nov,Mangere-Otahuhu,Otahuhu,1272
FY22,Nov,Otara-Papatoetoe,Otara,716
FY22,Nov,Other,Other,0
FY22,Nov,Howick,Pakuranga,7325
FY22,Nov,Maungakiekie-Tamaki,Panmure,8665
FY22,Nov,Papakura,Papakura,10087
FY22,Nov,Otara-Papatoetoe,Papatoetoe,4805
FY22,Nov,Waitemata,Parnell,5295
FY22,Nov,Albert - Eden,Pt Chevalier,7175
FY22,Nov,Franklin,Pukekohe,14976
FY22,Nov,Henderson - Massey,Ranui,4426
FY22,Nov,Orakei,Remuera,13004
FY22,Nov,Orakei,St Heliers,19015
FY22,Nov,Papakura,Takaanini,1787
FY22,Nov,Devonport - Takapuna,Takapuna,19751
FY22,Nov,Henderson - Massey,Te Atatu Peninsula,6515
FY22,Nov,Henderson - Massey,Te Manawa,23375
FY22,Nov,Waitakere Ranges,Titirangi,8123
FY22,Nov,Otara-Papatoetoe,Tupu,399
FY22,Nov,Waiheke,Waiheke,5700
FY22,Nov,Franklin,Waiuku,3659
FY22,Nov,Rodney,Warkworth,7874
FY22,Nov,Rodney,Wellsford,2455
FY22,Nov,Hibiscus and Bays,Whangaparaoa,11913
FY22,Dec,Upper Harbour,Albany Village,14736
FY22,Dec,Other,Art Gallery,7
FY22,Dec,Other,Automatic Renewals,0
FY22,Dec,Whau,Avondale,5596
FY22,Dec,Kaipatiki,Birkenhead,21955
FY22,Dec,Whau,Blockhouse Bay,14825
FY22,Dec,Howick,Botany,18944
FY22,Dec,Waitemata,Central City,14719
FY22,Dec,Manurewa,Clendon,1556
FY22,Dec,Other,Content and Access,4
FY22,Dec,Other,Corporate,21
FY22,Dec,Other,Debt,17
FY22,Dec,Devonport - Takapuna,Devonport,14081
FY22,Dec,Other,Digital Library,0
FY22,Dec,Other,Distribution Centre,0
FY22,Dec,Hibiscus and Bays,East Coast Bays,33253
FY22,Dec,Albert - Eden,Epsom,17383
FY22,Dec,Waitakere Ranges,Glen Eden,11909
FY22,Dec,Maungakiekie-Tamaki,Glen Innes,5740
FY22,Dec,Kaipatiki,Glenfield,20660
FY22,Dec,Great Barrier,Great Barrier,752
FY22,Dec,Waitemata,Grey Lynn,10643
FY22,Dec,Rodney,Helensville,4207
FY22,Dec,Henderson - Massey,Henderson,11040
FY22,Dec,Howick,Highland Park,22230
FY22,Dec,Mobile Libraries,Homecare North,682
FY22,Dec,Howick,Howick,19574
FY22,Dec,Rodney,Kumeu,8538
FY22,Dec,Waitemata,Leys Institute,0
FY22,Dec,Waitemata,Leys Institute Little,4588
FY22,Dec,Other,Library Connect,93
FY22,Dec,Rodney,Mahurangi East,5592
FY22,Dec,Mangere-Otahuhu,Mangere Bridge,6373
FY22,Dec,Mangere-Otahuhu,Mangere East,994
FY22,Dec,Mangere-Otahuhu,Mangere Town Centre,1035
FY22,Dec,Otara-Papatoetoe,Manukau,3362
FY22,Dec,Manurewa,Manurewa,9604
FY22,Dec,Henderson - Massey,Massey,0
FY22,Dec,Mobile Libraries,Mobile North,645
FY22,Dec,Mobile Libraries,Mobile South & East,2175
FY22,Dec,Mobile Libraries,Mobile Tamariki,6
FY22,Dec,Mobile Libraries,Mobile Waka,0
FY22,Dec,Mobile Libraries,Mobile West & Central,44
FY22,Dec,Albert - Eden,Mt Albert,23652
FY22,Dec,Puketapapa,Mt Roskill,26952
FY22,Dec,Whau,New Lynn,15239
FY22,Dec,Kaipatiki,Northcote,7695
FY22,Dec,Maungakiekie-Tamaki,Onehunga,12226
FY22,Dec,Other,Online Renewals,0
FY22,Dec,Hibiscus and Bays,Orewa,24413
FY22,Dec,Mangere-Otahuhu,Otahuhu,2189
FY22,Dec,Otara-Papatoetoe,Otara,808
FY22,Dec,Other,Other,0
FY22,Dec,Howick,Pakuranga,12456
FY22,Dec,Maungakiekie-Tamaki,Panmure,8723
FY22,Dec,Papakura,Papakura,13392
FY22,Dec,Otara-Papatoetoe,Papatoetoe,6314
FY22,Dec,Waitemata,Parnell,7263
FY22,Dec,Albert - Eden,Pt Chevalier,10168
FY22,Dec,Franklin,Pukekohe,17257
FY22,Dec,Henderson - Massey,Ranui,6597
FY22,Dec,Orakei,Remuera,21058
FY22,Dec,Orakei,St Heliers,23755
FY22,Dec,Papakura,Takaanini,3132
FY22,Dec,Devonport - Takapuna,Takapuna,23265
FY22,Dec,Henderson - Massey,Te Atatu Peninsula,9506
FY22,Dec,Henderson - Massey,Te Manawa,27156
FY22,Dec,Waitakere Ranges,Titirangi,12028
FY22,Dec,Otara-Papatoetoe,Tupu,470
FY22,Dec,Waiheke,Waiheke,8100
FY22,Dec,Franklin,Waiuku,5765
FY22,Dec,Rodney,Warkworth,9260
FY22,Dec,Rodney,Wellsford,3653
FY22,Dec,Hibiscus and Bays,Whangaparaoa,16705
FY22,Jan,Upper Harbour,Albany Village,17114
FY22,Jan,Other,Art Gallery,17
FY22,Jan,Other,Automatic Renewals,0
FY22,Jan,Whau,Avondale,5679
FY22,Jan,Kaipatiki,Birkenhead,18651
FY22,Jan,Whau,Blockhouse Bay,15143
FY22,Jan,Howick,Botany,21739
FY22,Jan,Waitemata,Central City,15313
FY22,Jan,Manurewa,Clendon,1709
FY22,Jan,Other,Content and Access,16
FY22,Jan,Other,Corporate,40
FY22,Jan,Other,Debt,2
FY22,Jan,Devonport - Takapuna,Devonport,14602
FY22,Jan,Other,Digital Library,0
FY22,Jan,Other,Distribution Centre,0
FY22,Jan,Hibiscus and Bays,East Coast Bays,34952
FY22,Jan,Albert - Eden,Epsom,17834
FY22,Jan,Waitakere Ranges,Glen Eden,11614
FY22,Jan,Maungakiekie-Tamaki,Glen Innes,5270
FY22,Jan,Kaipatiki,Glenfield,22798
FY22,Jan,Great Barrier,Great Barrier,740
FY22,Jan,Waitemata,Grey Lynn,9534
FY22,Jan,Rodney,Helensville,3971
FY22,Jan,Henderson - Massey,Henderson,12482
FY22,Jan,Howick,Highland Park,22579
FY22,Jan,Mobile Libraries,Homecare North,108
FY22,Jan,Howick,Howick,20219
FY22,Jan,Rodney,Kumeu,8167
FY22,Jan,Waitemata,Leys Institute,0
FY22,Jan,Waitemata,Leys Institute Little,4029
FY22,Jan,Other,Library Connect,106
FY22,Jan,Rodney,Mahurangi East,5207
FY22,Jan,Mangere-Otahuhu,Mangere Bridge,5825
FY22,Jan,Mangere-Otahuhu,Mangere East,1430
FY22,Jan,Mangere-Otahuhu,Mangere Town Centre,1259
FY22,Jan,Otara-Papatoetoe,Manukau,3506
FY22,Jan,Manurewa,Manurewa,9712
FY22,Jan,Henderson - Massey,Massey,0
FY22,Jan,Mobile Libraries,Mobile North,515
FY22,Jan,Mobile Libraries,Mobile South & East,1306
FY22,Jan,Mobile Libraries,Mobile Tamariki,143
FY22,Jan,Mobile Libraries,Mobile Waka,80
FY22,Jan,Mobile Libraries,Mobile West & Central,121
FY22,Jan,Albert - Eden,Mt Albert,23416
FY22,Jan,Puketapapa,Mt Roskill,26031
FY22,Jan,Whau,New Lynn,15493
FY22,Jan,Kaipatiki,Northcote,7773
FY22,Jan,Maungakiekie-Tamaki,Onehunga,11868
FY22,Jan,Other,Online Renewals,0
FY22,Jan,Hibiscus and Bays,Orewa,26023
FY22,Jan,Mangere-Otahuhu,Otahuhu,2250
FY22,Jan,Otara-Papatoetoe,Otara,718
FY22,Jan,Other,Other,0
FY22,Jan,Howick,Pakuranga,12771
FY22,Jan,Maungakiekie-Tamaki,Panmure,9114
FY22,Jan,Papakura,Papakura,12592
FY22,Jan,Otara-Papatoetoe,Papatoetoe,5829
FY22,Jan,Waitemata,Parnell,7383
FY22,Jan,Albert - Eden,Pt Chevalier,9041
FY22,Jan,Franklin,Pukekohe,16810
FY22,Jan,Henderson - Massey,Ranui,6516
FY22,Jan,Orakei,Remuera,21412
FY22,Jan,Orakei,St Heliers,22960
FY22,Jan,Papakura,Takaanini,3189
FY22,Jan,Devonport - Takapuna,Takapuna,25160
FY22,Jan,Henderson - Massey,Te Atatu Peninsula,9099
FY22,Jan,Henderson - Massey,Te Manawa,28915
FY22,Jan,Waitakere Ranges,Titirangi,11283
FY22,Jan,Otara-Papatoetoe,Tupu,550
FY22,Jan,Waiheke,Waiheke,8435
FY22,Jan,Franklin,Waiuku,5778
FY22,Jan,Rodney,Warkworth,9416
FY22,Jan,Rodney,Wellsford,3809
FY22,Jan,Hibiscus and Bays,Whangaparaoa,17943
FY22,Feb,Upper Harbour,Albany Village,13750
FY22,Feb,Other,Art Gallery,12
FY22,Feb,Other,Automatic Renewals,0
